Process Arrival_Time Service_Time Priority
P9003 49591 1 19
P9004 49594 14 18
P9005 49602 5 11
P9006 49606 6 10
P9007 49616 11 9
P9008 49622 7 3
P9009 49625 17 1
P9010 49634 12 11
P9011 49637 1 10
P9012 49644 6 16
P9013 49652 2 20
P9014 49657 16 20
P9015 49667 10 19
P9016 49672 7 19
P9017 49680 12 5
P9018 49690 1 6
P9019 49696 14 11
P9020 49704 9 8
P9021 49705 10 18
P9022 49707 1 19
P9023 49710 19 12
P9024 49711 14 1
P9025 49714 6 17
P9026 49723 4 9
P9027 49730 1 19
P9028 49738 18 19
P9029 49746 18 1
P9030 49747 5 3
P9031 49755 8 20
P9032 49760 7 16
P9033 49766 16 14
P9034 49770 15 10
P9035 49779 18 5
P9036 49780 11 19
P9037 49790 4 15
P9038 49798 3 2
P9039 49801 2 7
P9040 49808 19 5
P9041 49811 17 5
P9042 49821 7 5
P9043 49823 19 2
P9044 49829 4 6
P9045 49837 14 10
P9046 49839 15 7
P9047 49847 1 19
P9048 49853 7 16
P9049 49862 14 7
P9050 49867 18 15
P9051 49872 13 11
P9052 49873 17 15
P9053 49878 10 14
P9054 49887 19 1
P9055 49895 10 14
P9056 49902 18 20
P9057 49909 13 19
P9058 49912 16 13
P9059 49918 15 4
P9060 49926 1 14
P9061 49933 9 2
P9062 49935 12 19
P9063 49939 19 18
P9064 49948 14 6
P9065 49955 20 13
P9066 49962 17 16
P9067 49969 1 1
P9068 49979 12 10
P9069 49983 18 6
P9070 49989 20 16
P9071 49998 16 11
P9072 49999 2 4
P9073 50000 6 15
P9074 50005 19 8
P9075 50013 8 18
P9076 50015 19 4
P9077 50024 14 8
P9078 50033 19 6
P9079 50034 14 2
P9080 50043 7 8
P9081 50052 3 17
P9082 50057 10 12
P9083 50065 17 13
P9084 50069 16 19
P9085 50072 12 1
P9086 50075 12 10
P9087 50076 13 13
P9088 50084 5 9
P9089 50085 10 18
P9090 50093 3 14
P9091 50103 9 13
P9092 50111 2 8
P9093 50120 4 7
P9094 50122 3 16
P9095 50131 12 20
P9096 50135 9 18
P9097 50145 12 7
P9098 50150 18 14
P9099 50151 12 7
P9100 50157 12 1
P9101 50166 14 18
P9102 50175 3 17
P9103 50183 14 8
P9104 50185 19 16
P9105 50186 4 9
P9106 50193 14 2
P9107 50203 20 15
P9108 50206 19 17
P9109 50207 18 5
P9110 50209 20 15
P9111 50215 5 16
P9112 50222 15 18
P9113 50232 8 9
P9114 50237 19 1
P9115 50239 13 9
P9116 50246 6 12
P9117 50256 8 5
P9118 50258 20 6
P9119 50267 9 10
P9120 50269 10 1
P9121 50276 12 14
P9122 50277 15 2
P9123 50284 10 10
P9124 50293 4 18
P9125 50298 4 11
P9126 50308 8 11
P9127 50318 15 9
P9128 50328 4 17
P9129 50329 8 3
P9130 50331 4 20
P9131 50333 20 7
P9132 50338 15 7
P9133 50347 9 1
P9134 50355 5 2
P9135 50358 16 18
P9136 50361 10 8
P9137 50364 4 8
P9138 50372 18 10
P9139 50377 8 3
P9140 50386 4 2
P9141 50394 16 19
P9142 50404 5 9
P9143 50411 2 5
P9144 50414 19 11
P9145 50416 8 8
P9146 50421 11 10
P9147 50423 19 8
P9148 50428 12 16
P9149 50436 7 3
P9150 50443 3 17
P9151 50448 8 12
P9152 50455 9 19
P9153 50458 16 3
P9154 50461 17 20
P9155 50469 17 16
P9156 50474 3 11
P9157 50478 4 3
P9158 50480 17 2
P9159 50486 12 13
P9160 50494 4 6
P9161 50502 15 7
P9162 50512 13 14
P9163 50516 9 10
P9164 50520 13 2
P9165 50524 18 1
P9166 50527 2 13
P9167 50535 11 10
P9168 50540 19 5
P9169 50542 14 12
P9170 50544 20 20
P9171 50551 10 20
P9172 50558 15 2
P9173 50565 5 20
P9174 50571 20 20
P9175 50574 1 18
P9176 50577 12 11
P9177 50580 4 10
P9178 50589 8 19
P9179 50594 2 1
P9180 50604 13 1
P9181 50609 9 11
P9182 50614 12 15
P9183 50622 8 19
P9184 50632 15 1
P9185 50636 9 8
P9186 50642 13 4
P9187 50648 20 15
P9188 50652 16 4
P9189 50658 10 4
P9190 50666 14 7
P9191 50672 3 16
P9192 50682 8 10
P9193 50690 13 17
P9194 50692 14 8
P9195 50702 12 15
P9196 50710 11 3
P9197 50714 14 2
P9198 50719 18 16
P9199 50727 9 15
P9200 50736 7 14
P9201 50742 1 5
P9202 50748 16 12
P9203 50757 3 14
P9204 50767 8 14
P9205 50773 20 9
P9206 50780 11 4
P9207 50787 14 6
P9208 50788 9 13
P9209 50790 15 15
P9210 50791 12 16
P9211 50796 6 8
P9212 50806 5 11
P9213 50807 1 9
P9214 50811 4 20
P9215 50816 19 12
P9216 50823 3 3
P9217 50831 4 18
P9218 50839 7 6
P9219 50843 18 9
P9220 50845 10 17
P9221 50855 19 16
P9222 50859 17 16
P9223 50861 17 7
P9224 50867 8 8
P9225 50870 3 18
P9226 50873 15 6
P9227 50880 11 10
P9228 50883 16 5
P9229 50890 17 10
P9230 50899 9 13
P9231 50907 8 9
P9232 50908 5 16
P9233 50915 2 10
P9234 50916 9 18
P9235 50921 12 15
P9236 50924 17 17
P9237 50927 11 10
P9238 50929 7 2
P9239 50931 18 1
P9240 50938 15 6
P9241 50945 10 18
P9242 50949 7 9
P9243 50958 19 13
P9244 50968 9 15
P9245 50974 8 17
P9246 50979 11 4
P9247 50986 7 10
P9248 50990 17 10
P9249 51000 1 9
P9250 51004 6 14
P9251 51011 15 12
P9252 51017 1 1
P9253 51019 17 15
P9254 51024 8 19
P9255 51031 12 17
P9256 51034 8 9
P9257 51044 5 2
P9258 51048 20 8
P9259 51058 16 20
P9260 51061 8 17
P9261 51067 18 12
P9262 51070 10 14
P9263 51077 2 5
P9264 51084 9 10
P9265 51088 16 13
P9266 51094 13 14
P9267 51096 19 5
P9268 51101 12 16
P9269 51106 2 3
P9270 51109 16 4
P9271 51116 3 4
P9272 51124 8 13
P9273 51125 20 1
P9274 51135 15 14
P9275 51136 1 13
P9276 51142 8 16
P9277 51149 14 18
P9278 51155 13 3
P9279 51159 18 13
P9280 51166 5 10
P9281 51168 11 1
P9282 51175 12 8
P9283 51179 19 19
P9284 51184 5 9
P9285 51190 8 11
P9286 51199 17 15
P9287 51205 13 18
P9288 51209 13 13
P9289 51210 14 9
P9290 51219 8 19
P9291 51229 1 20
P9292 51231 15 2
P9293 51239 2 11
P9294 51243 14 2
P9295 51249 9 14
P9296 51255 12 9
P9297 51258 16 20
P9298 51260 2 16
P9299 51268 18 8
P9300 51271 8 6
P9301 51279 10 7
P9302 51281 14 11
P9303 51289 2 18
P9304 51294 18 11
P9305 51297 14 6
P9306 51300 3 8
P9307 51306 16 11
P9308 51316 6 8
P9309 51317 9 13
P9310 51327 14 17
P9311 51328 18 14
P9312 51335 12 6
P9313 51336 15 13
P9314 51338 3 8
P9315 51340 3 11
P9316 51341 11 4
P9317 51343 11 6
P9318 51347 18 8
P9319 51349 1 15
P9320 51353 14 3
P9321 51362 7 18
P9322 51366 5 13
P9323 51370 16 6
P9324 51374 6 9
P9325 51375 16 20
P9326 51384 17 13
P9327 51388 4 16
P9328 51389 13 9
P9329 51399 6 16
P9330 51406 17 12
P9331 51416 12 2
P9332 51418 14 8
P9333 51426 11 15
P9334 51430 8 3
P9335 51436 16 12
P9336 51440 9 15
P9337 51443 12 14
P9338 51453 6 13
P9339 51463 4 12
P9340 51472 8 16
P9341 51474 16 10
P9342 51478 13 19
P9343 51488 2 20
P9344 51491 13 15
P9345 51498 4 19
P9346 51504 20 18
P9347 51507 13 18
P9348 51511 18 11
P9349 51521 19 6
P9350 51523 4 9
P9351 51529 18 15
P9352 51531 8 12
P9353 51535 8 15
P9354 51536 1 15
P9355 51541 16 7
P9356 51551 1 13
P9357 51561 17 15
P9358 51567 11 19
P9359 51575 11 4
P9360 51576 20 9
P9361 51581 9 1
P9362 51584 10 6
P9363 51585 20 1
P9364 51586 4 18
P9365 51591 16 16
P9366 51601 19 9
P9367 51608 15 12
P9368 51609 19 10
P9369 51618 1 5
P9370 51622 9 15
P9371 51624 10 14
P9372 51628 16 14
P9373 51635 9 13
P9374 51638 11 7
P9375 51639 2 7
P9376 51647 17 8
P9377 51657 19 17
P9378 51662 19 14
P9379 51668 10 18
P9380 51676 11 1
P9381 51680 8 17
P9382 51684 2 8
P9383 51687 18 6
P9384 51692 2 15
P9385 51700 7 14
P9386 51708 9 10
P9387 51717 1 14
P9388 51722 6 11
P9389 51731 12 8
P9390 51734 20 16
P9391 51742 1 5
P9392 51752 18 13
P9393 51762 13 19
P9394 51765 17 10
P9395 51768 12 17
P9396 51773 13 19
P9397 51777 14 15
P9398 51783 8 3
P9399 51784 17 20
P9400 51794 2 12
P9401 51804 6 18
P9402 51813 16 4
P9403 51822 8 19
P9404 51831 17 6
P9405 51839 9 10
P9406 51840 20 7
P9407 51849 1 4
P9408 51852 19 10
P9409 51857 7 16
P9410 51860 3 9
P9411 51868 6 3
P9412 51875 1 19
P9413 51883 5 19
P9414 51892 6 8
P9415 51900 8 5
P9416 51910 8 9
P9417 51920 3 16
P9418 51927 17 16
P9419 51936 18 7
P9420 51943 3 7
P9421 51945 14 6
P9422 51954 11 20
P9423 51959 8 15
P9424 51961 18 14
P9425 51963 3 1
P9426 51971 13 13
P9427 51972 19 4
P9428 51978 14 20
P9429 51985 8 7
P9430 51986 8 15
P9431 51991 13 7
P9432 51993 9 8
P9433 52002 18 19
P9434 52004 14 14
P9435 52006 3 7
P9436 52014 4 20
P9437 52023 7 16
P9438 52027 16 9
P9439 52030 1 13
P9440 52031 15 5
P9441 52041 1 4
P9442 52042 14 17
P9443 52052 6 3
P9444 52054 16 8
P9445 52059 6 6
P9446 52069 18 13
P9447 52072 7 3
P9448 52078 6 5
P9449 52086 10 13
P9450 52092 20 7
P9451 52102 1 6
P9452 52106 3 20
P9453 52115 14 10
P9454 52118 14 19
P9455 52128 3 14
P9456 52129 16 8
P9457 52139 3 8
P9458 52145 4 1
P9459 52154 17 12
P9460 52160 9 16
P9461 52164 3 15
P9462 52168 2 11
P9463 52176 14 10
P9464 52179 1 19
P9465 52185 2 10
P9466 52193 13 15
P9467 52197 8 13
P9468 52200 3 14
P9469 52202 15 4
P9470 52206 19 19
P9471 52213 13 17
P9472 52222 13 16
P9473 52230 13 1
P9474 52232 2 15
P9475 52241 16 8
P9476 52243 12 9
P9477 52244 20 4
P9478 52251 19 4
P9479 52260 9 16
P9480 52264 13 20
P9481 52273 17 16
P9482 52280 4 14
P9483 52283 9 4
P9484 52285 15 2
P9485 52291 5 17
P9486 52297 11 17
P9487 52305 14 7
P9488 52308 9 3
P9489 52310 20 8
P9490 52314 16 11
P9491 52320 6 20
P9492 52330 5 12
P9493 52336 10 6
P9494 52341 1 13
P9495 52348 14 20
P9496 52351 5 12
P9497 52353 13 4
P9498 52354 7 17
P9499 52363 13 5
P9500 52365 9 15
P9501 52372 19 18
P9502 52381 20 19
P9503 52391 17 17
P9504 52393 14 3
P9505 52398 18 14
P9506 52402 4 12
P9507 52408 18 10
P9508 52413 14 6
P9509 52421 11 3
P9510 52425 1 3
P9511 52428 13 5
P9512 52430 12 5
P9513 52431 11 19
P9514 52441 7 5
P9515 52446 2 20
P9516 52456 9 11
P9517 52465 15 13
P9518 52470 19 6
P9519 52476 13 13
P9520 52485 8 1
P9521 52490 19 17
P9522 52491 2 8
P9523 52501 18 5
P9524 52509 2 7
P9525 52512 10 1
P9526 52515 4 16
P9527 52516 12 1
P9528 52517 9 12
P9529 52520 4 17
P9530 52530 9 19
P9531 52532 4 15
P9532 52541 10 17
P9533 52546 5 18
P9534 52551 13 19
P9535 52559 10 19
P9536 52562 1 4
P9537 52566 12 20
P9538 52570 4 10
P9539 52576 18 19
P9540 52583 17 14
P9541 52587 10 1
P9542 52589 12 11
P9543 52599 11 17
P9544 52605 3 5
P9545 52614 9 8
P9546 52624 14 7
P9547 52631 4 7
P9548 52632 15 5
P9549 52642 7 6
P9550 52650 17 2
P9551 52659 9 9
P9552 52660 5 9
P9553 52661 12 19
P9554 52662 5 7
P9555 52672 13 5
P9556 52682 1 6
P9557 52683 19 4
P9558 52692 8 4
P9559 52698 16 10
P9560 52702 10 2
P9561 52711 19 8
P9562 52712 11 9
P9563 52721 3 7
P9564 52723 19 17
P9565 52729 17 12
P9566 52734 16 10
P9567 52740 2 14
P9568 52748 6 20
P9569 52755 20 8
P9570 52758 17 15
P9571 52763 14 9
P9572 52772 1 10
P9573 52779 10 7
P9574 52785 12 20
P9575 52795 19 12
P9576 52805 7 16
P9577 52812 18 8
P9578 52816 17 10
P9579 52822 20 4
P9580 52827 9 12
P9581 52833 10 2
P9582 52842 3 18
P9583 52852 16 5
P9584 52855 8 5
P9585 52863 6 13
P9586 52870 3 11
P9587 52871 3 15
P9588 52880 13 13
P9589 52888 8 19
P9590 52897 17 16
P9591 52907 18 10
P9592 52917 18 19
P9593 52921 13 3
P9594 52930 1 3
P9595 52932 8 18
P9596 52936 3 10
P9597 52943 20 11
P9598 52951 18 8
P9599 52961 18 6
P9600 52962 6 14
P9601 52970 14 20
P9602 52975 1 18
P9603 52977 5 20
P9604 52978 11 9
P9605 52981 19 4
P9606 52985 12 7
P9607 52992 9 2
P9608 52995 15 13
P9609 52996 7 11
P9610 53003 16 1
P9611 53004 8 15
P9612 53010 9 13
P9613 53019 15 11
P9614 53026 15 20
P9615 53030 3 16
P9616 53037 2 1
P9617 53045 17 13
P9618 53047 6 10
P9619 53049 13 8
P9620 53054 14 15
P9621 53056 17 6
P9622 53065 3 14
P9623 53068 10 5
P9624 53075 12 10
P9625 53083 15 12
P9626 53086 7 9
P9627 53092 2 20
P9628 53094 3 8
P9629 53099 10 13
P9630 53108 3 5
P9631 53109 14 8
P9632 53110 12 7
P9633 53113 5 4
P9634 53114 18 2
P9635 53117 2 14
P9636 53122 2 16
P9637 53132 3 6
P9638 53137 17 18
P9639 53142 13 4
P9640 53147 19 1
P9641 53149 7 13
P9642 53158 18 4
P9643 53159 9 12
P9644 53169 17 3
P9645 53170 3 3
P9646 53175 6 13
P9647 53183 14 7
P9648 53191 6 3
P9649 53196 6 1
P9650 53206 4 3
P9651 53208 5 18
P9652 53213 9 8
P9653 53219 4 4
P9654 53225 6 1
P9655 53235 4 11
P9656 53243 9 20
P9657 53246 12 16
P9658 53255 20 11
P9659 53263 13 19
P9660 53270 9 13
P9661 53276 10 16
P9662 53278 6 5
P9663 53286 7 15
P9664 53288 8 6
P9665 53294 10 6
P9666 53304 13 9
P9667 53308 3 5
P9668 53310 18 18
P9669 53311 1 3
P9670 53317 11 15
P9671 53319 19 1
P9672 53325 8 3
P9673 53328 19 9
P9674 53332 12 15
P9675 53334 3 20
P9676 53342 5 3
P9677 53352 17 12
P9678 53361 20 14
P9679 53363 14 20
P9680 53369 13 16
P9681 53378 1 6
P9682 53382 7 1
P9683 53387 8 4
P9684 53394 17 5
P9685 53399 6 2
P9686 53404 13 13
P9687 53410 12 5
P9688 53411 11 5
P9689 53416 17 3
P9690 53422 17 13
P9691 53428 8 1
P9692 53431 3 2
P9693 53439 4 9
P9694 53448 8 8
P9695 53453 19 3
P9696 53463 11 1
P9697 53469 9 8
P9698 53479 10 18
P9699 53489 11 16
P9700 53499 7 20
P9701 53508 11 12
P9702 53515 6 20
P9703 53516 15 14
P9704 53520 9 20
P9705 53524 11 9
P9706 53529 10 6
P9707 53534 19 18
P9708 53542 7 13
P9709 53552 2 7
P9710 53558 5 13
P9711 53561 17 2
P9712 53566 13 10
P9713 53569 17 16
P9714 53578 15 14
P9715 53580 7 6
P9716 53589 10 6
P9717 53592 14 12
P9718 53597 13 18
P9719 53599 11 10
P9720 53603 17 20
P9721 53607 1 9
P9722 53610 14 19
P9723 53616 13 9
P9724 53619 1 6
P9725 53622 10 20
P9726 53627 6 6
P9727 53628 4 13
P9728 53630 4 12
P9729 53635 13 15
P9730 53644 9 9
P9731 53648 10 8
P9732 53649 6 18
P9733 53659 10 1
P9734 53666 2 19
P9735 53668 1 13
P9736 53675 2 11
P9737 53679 14 7
P9738 53686 12 10
P9739 53695 3 2
P9740 53705 5 8
P9741 53712 14 19
P9742 53715 9 16
P9743 53721 17 17
P9744 53725 12 1
P9745 53728 3 6
P9746 53737 10 13
P9747 53744 8 17
P9748 53748 8 15
P9749 53751 6 18
P9750 53758 6 5
P9751 53765 11 6
P9752 53772 15 14
P9753 53777 9 17
P9754 53781 11 1
P9755 53790 11 4
P9756 53791 13 7
P9757 53798 1 12
P9758 53805 10 7
P9759 53809 4 4
P9760 53817 11 8
P9761 53823 10 15
P9762 53833 6 2
P9763 53835 8 20
P9764 53837 3 15
P9765 53842 17 2
P9766 53847 14 6
P9767 53853 14 8
P9768 53857 20 13
P9769 53864 1 4
P9770 53873 10 1
P9771 53878 1 5
P9772 53887 3 17
P9773 53888 20 2
P9774 53892 19 10
P9775 53894 12 10
P9776 53898 14 1
P9777 53900 18 2
P9778 53910 14 10
P9779 53920 13 16
P9780 53922 16 2
P9781 53927 10 12
P9782 53930 16 20
P9783 53931 1 18
P9784 53936 10 10
P9785 53942 16 1
P9786 53945 4 11
P9787 53952 18 17
P9788 53955 5 13
P9789 53963 16 19
P9790 53969 20 11
P9791 53978 1 20
P9792 53981 12 5
P9793 53984 17 4
P9794 53994 20 1
P9795 54002 1 8
P9796 54004 20 20
P9797 54008 1 19
P9798 54009 19 15
P9799 54017 12 3
P9800 54021 13 2
P9801 54025 3 11
P9802 54032 8 8
P9803 54040 11 2
P9804 54046 11 19
P9805 54055 20 10
P9806 54057 8 11
P9807 54065 16 8
P9808 54068 6 13
P9809 54073 7 14
P9810 54080 5 9
P9811 54086 8 15
P9812 54093 13 18
P9813 54094 15 17
P9814 54101 19 4
P9815 54107 6 13
P9816 54112 9 13
P9817 54115 19 19
P9818 54121 16 18
P9819 54124 3 8
P9820 54134 16 1
P9821 54136 9 11
P9822 54144 2 3
P9823 54150 5 6
P9824 54153 8 18
P9825 54154 6 18
P9826 54156 4 14
P9827 54163 13 4
P9828 54168 11 4
P9829 54175 5 19
P9830 54181 1 9
P9831 54188 9 20
P9832 54196 20 13
P9833 54205 17 6
P9834 54210 13 4
P9835 54213 7 13
P9836 54218 7 11
P9837 54224 4 12
P9838 54231 4 10
P9839 54238 8 3
P9840 54245 8 9
P9841 54255 17 7
P9842 54258 13 11
P9843 54262 19 7
P9844 54264 16 5
P9845 54273 17 3
P9846 54275 14 17
P9847 54284 12 7
P9848 54291 4 2
P9849 54299 6 16
P9850 54300 17 4
P9851 54305 12 1
P9852 54309 15 15
P9853 54319 16 1
P9854 54326 15 1
P9855 54330 14 17
P9856 54338 10 20
P9857 54340 8 20
P9858 54345 6 17
P9859 54348 8 17
P9860 54355 7 4
P9861 54359 18 11
P9862 54368 8 8
P9863 54374 15 9
P9864 54382 10 7
P9865 54385 10 7
P9866 54386 18 3
P9867 54395 12 11
P9868 54399 14 20
P9869 54407 13 12
P9870 54413 11 17
P9871 54423 16 15
P9872 54430 8 6
P9873 54435 1 13
P9874 54442 7 14
P9875 54447 5 3
P9876 54451 4 19
P9877 54460 19 12
P9878 54469 7 12
P9879 54473 5 9
P9880 54476 8 18
P9881 54481 8 20
P9882 54483 9 7
P9883 54484 2 17
P9884 54493 13 14
P9885 54501 2 1
P9886 54504 6 10
P9887 54508 19 13
P9888 54517 11 10
P9889 54519 16 11
P9890 54528 2 7
P9891 54529 11 14
P9892 54535 12 15
P9893 54538 11 7
P9894 54548 12 4
P9895 54556 12 6
P9896 54564 1 11
P9897 54571 19 7
P9898 54574 3 6
P9899 54576 18 11
P9900 54584 5 7
P9901 54592 6 14
P9902 54602 5 19
P9903 54607 19 1
P9904 54616 14 12
P9905 54618 19 3
P9906 54621 6 19
P9907 54623 17 7
P9908 54630 1 14
P9909 54631 6 17
P9910 54633 16 7
P9911 54641 7 6
P9912 54650 20 1
P9913 54656 6 10
P9914 54661 5 1
P9915 54669 5 11
P9916 54674 18 3
P9917 54682 15 10
P9918 54691 20 7
P9919 54698 16 7
P9920 54700 18 13
P9921 54702 13 19
P9922 54710 15 2
P9923 54712 12 20
P9924 54714 11 10
P9925 54717 5 15
P9926 54720 9 5
P9927 54730 14 1
P9928 54731 16 2
P9929 54740 8 6
P9930 54745 16 2
P9931 54746 8 5
P9932 54749 7 16
P9933 54751 13 13
P9934 54754 17 12
P9935 54759 15 4
P9936 54764 19 2
P9937 54771 10 3
P9938 54780 4 2
P9939 54783 5 19
P9940 54788 11 7
P9941 54796 13 14
P9942 54804 6 8
P9943 54806 4 18
P9944 54808 4 2
P9945 54813 15 12
P9946 54815 12 8
P9947 54822 10 3
P9948 54831 18 5
P9949 54837 18 2
P9950 54845 5 14
P9951 54855 13 18
P9952 54857 7 1
P9953 54861 8 20
P9954 54862 19 19
P9955 54865 12 1
P9956 54875 15 4
P9957 54883 4 11
P9958 54888 10 11
P9959 54896 11 20
P9960 54901 7 7
P9961 54909 12 16
P9962 54912 13 14
P9963 54921 4 5
P9964 54930 12 14
P9965 54940 2 11
P9966 54948 13 4
P9967 54957 7 5
P9968 54966 19 9
P9969 54969 15 11
P9970 54972 15 4
P9971 54978 16 4
P9972 54986 19 8
P9973 54994 13 14
P9974 55000 12 13
P9975 55003 15 10
P9976 55009 13 5
P9977 55010 16 20
P9978 55015 4 10
P9979 55019 3 18
P9980 55029 18 9
P9981 55039 8 15
P9982 55042 16 5
P9983 55050 2 2
P9984 55055 10 1
P9985 55060 5 18
P9986 55061 12 11
P9987 55070 4 19
P9988 55077 9 14
P9989 55080 19 6
P9990 55083 20 6
P9991 55086 18 14
P9992 55090 3 7
P9993 55092 11 13
P9994 55101 9 9
P9995 55110 5 20
P9996 55120 16 14
P9997 55126 14 10
P9998 55136 11 7
P9999 55142 3 19
